Service Order Number,Date Opened,Structure Status,Address,City,State,Zip Code,Neighborhood,Latitude,Longitude,KivaPIN,Property Owner,Order to Demolish Or Repair Sent,Project Phase,Structure Type,Structure Rating,Mapped Location
1083233,11/21/2014,Closed (Owner Repair),5414 E 28th St,KANSAS CITY,MO,64128,South Blue Valley,39.074798,-94.519601,21549,Private,,Dollar House (sold),,,"5414 E 28th St
KANSAS CITY 64128
(39.074798, -94.519601)"
1150715,01/11/2016,Closed (Owner Repair),5642 Highland Ave,KANSAS CITY,MO,64110,Blue Hills,39.023423,-94.566191,146796,Private,,47/63 Strategic Area,House,Regular Demolition,"5642 Highland Ave
KANSAS CITY 64110
(39.023423, -94.566191)"
1109739,04/16/2014,Closed (Sent to Receivership),2936 Brooklyn Ave,KANSAS CITY,MO,64109,Key Coalition,39.072307,-94.557697,26814,Private,,,House,Repair/Receivership,"2936 Brooklyn Ave
KANSAS CITY 64109
(39.072307, -94.557697)"
1069721,07/27/2012,Closed (City Demolition),2941 Poplar Ave,KANSAS CITY,MO,64128,Knoches Park,39.071308,-94.526448,22752,Land Bank,,Dollar House List,,,"2941 Poplar Ave
KANSAS CITY 64128
(39.071308, -94.526448)"
1047246,10/30/2008,Closed (City Demolition),3405 MONTGALL AVE,KANSAS CITY,MO,64128,Oak Park Northwest,39.064176,-94.551631,25515,Land Bank,,Dollar House List (added),,,"3405 MONTGALL AVE
KANSAS CITY 64128
(39.064176, -94.551631)"
1047365,06/03/2011,Closed (City Demolition),3838 MERSINGTON AVE,KANSAS CITY,MO,64128,Palestine East,39.055205,-94.538933,28237,Land Bank,,Dollar House List,,,"3838 MERSINGTON AVE
KANSAS CITY 64128
(39.055205, -94.538933)"
1154185,03/25/2016,Closed (City Demolition),2937 Olive St,KANSAS CITY,MO,64109,Key Coalition,39.072159,-94.554694,27053,Land Bank,,Accelerated Priority,,,"2937 Olive St
KANSAS CITY 64109
(39.072159, -94.554694)"
1076483,01/16/2013,Closed (City Demolition),3912 FLORA AVE,KANSAS CITY,MO,64110,Ivanhoe Southwest,39.055395,-94.566659,135498,Land Bank,,Land Bank Round 3,,,"3912 FLORA AVE
KANSAS CITY 64110
(39.055395, -94.566659)"
1080057,11/16/2012,On Hold - LB Sold,4654 E 43RD TER,KANSAS CITY,MO,64130,Vineyard,39.045687,-94.527064,32893,Private,,Dollar House (sold),House,More Information Needed,"4654 E 43RD TER
KANSAS CITY 64130
(39.045687, -94.527064)"
1154032,03/23/2016,Closed (Owner Repair),10611 E 50th Ter,KANSAS CITY,MO,64133,Stayton Meadows,39.030249,-94.454504,49441,Private,,47/63 Strategic Area,House,Repair/Receivership,"10611 E 50th Ter
KANSAS CITY 64133
(39.030249, -94.454504)"
1166895,09/23/2016,Closed (City Demolition),3300 E 68th St,KANSAS CITY,MO,64132,Self Help Neighborhood Council,39.003317,-94.548323,2687,Land Bank,,,,,"3300 E 68th St
KANSAS CITY 64132
(39.003317, -94.548323)"
1148688,11/04/2015,Closed (City Demolition),4902 E 24th St,KANSAS CITY,MO,64127,East Community Team South,39.082302,-94.526362,19014,Land Bank,,,House,High Priority,"4902 E 24th St
KANSAS CITY 64127
(39.082302, -94.526362)"
1152775,02/29/2016,Closed (City Demolition),2014 Agnes Ave,KANSAS CITY,MO,64127,Washington Wheatley,39.087521,-94.547654,15592,Land Bank,,Kissick Donated Demolition,,,"2014 Agnes Ave
KANSAS CITY 64127
(39.087521, -94.547654)"
1150068,12/17/2015,Closed (Owner Repair),3822 N WOODLAND AVE,KANSAS CITY,MO,64116,River Forest,39.163858,-94.558757,85845,Private,,,House,Regular Demolition,"3822 N WOODLAND AVE
KANSAS CITY 64116
(39.163858, -94.558757)"
1056027,01/12/2012,Closed (City Demolition),3611 ROBERTS ST,KANSAS CITY,MO,64124,Scarritt Point,39.106537,-94.538503,42125,Private,,,House,Regular Demolition,"3611 ROBERTS ST
KANSAS CITY 64124
(39.106537, -94.538503)"
1059541,11/16/2010,Downgraded/No Longer a DB,7131 Walrond Ave,KANSAS CITY,MO,64132,Noble And Gregory Ridge,38.996405,-94.549647,3463,Land Bank,,,,,"7131 Walrond Ave
KANSAS CITY 64132
(38.996405, -94.549647)"
1051734,11/02/2010,Closed (Owner Repair),11126 N Kenwood Ave,KANSAS CITY,MO,64155,Nashua,39.295768,-94.572727,101481,Private,,,House,Regular Demolition,"11126 N Kenwood Ave
KANSAS CITY 64155
(39.295768, -94.572727)"
1047683,11/10/2010,Downgraded/No Longer a DB,4019 BALES AVE,KANSAS CITY,MO,64130,Oak Park Southeast,39.052459,-94.543031,30624,Private,,,House,Repair/Receivership,"4019 BALES AVE
KANSAS CITY 64130
(39.052459, -94.543031)"
1135640,05/20/2015,Closed (Owner Repair),120 NW 37th St,KANSAS CITY,MO,64116,Briarcliff And Claymont,39.161301,-94.582925,85339,Private,,,House,,"120 NW 37th St
KANSAS CITY 64116
(39.161301, -94.582925)"
1148534,11/05/2015,Downgraded/No Longer a DB,3812 E 37th St,KANSAS CITY,MO,64128,Palestine East,39.058804,-94.538951,27555,Private,,,House,Repair/Receivership,"3812 E 37th St
KANSAS CITY 64128
(39.058804, -94.538951)"
1099864,09/09/2013,Closed (Owner Repair),5512 Topping Ave,KANSAS CITY,MO,64130,Brown Estates,39.024701,-94.518569,38158,Private,,47/63 Strategic Area,House,Repair/Receivership,"5512 Topping Ave
KANSAS CITY 64130
(39.024701, -94.518569)"
1140753,07/17/2015,Closed (Owner Repair),3930 Indiana Ave,KANSAS CITY,MO,64130,Oak Park Southeast,39.054008,-94.544779,29365,Private,,,House,More Information Needed,"3930 Indiana Ave
KANSAS CITY 64130
(39.054008, -94.544779)"
1137836,06/16/2015,Closed (Owner Repair),524 BELLEFONTAINE AVE,KANSAS CITY,MO,64124,Scarritt Point,39.107067,-94.547246,41102,Private,,,Duplex,Repair/Receivership,"524 BELLEFONTAINE AVE
KANSAS CITY 64124
(39.107067, -94.547246)"
1156671,05/04/2016,Closed (City Demolition),3831 E 6th St,KANSAS CITY,MO,64124,Lykins,39.104845,-94.535768,9537,Private,,,House,,"3831 E 6th St
KANSAS CITY 64124
(39.104845, -94.535768)"
1126581,01/11/2013,Closed (City Demolition),3212 E 30TH TER,KANSAS CITY,MO,64128,Santa Fe,39.070505,-94.54531,24787,Land Bank,,Dollar House List,,,"3212 E 30TH TER
KANSAS CITY 64128
(39.070505, -94.54531)"
1079106,10/26/2012,Closed (Owner Repair),6439 CHESTNUT AVE,KANSAS CITY,MO,64132,Swope Park Campus,39.0092,-94.55376,1666,Private,,Dollar House (sold),,,"6439 CHESTNUT AVE
KANSAS CITY 64132
(39.0092, -94.55376)"
1156708,10/11/2012,Closed (City Demolition),5839 Agnes Ave,KANSAS CITY,MO,64130,North Town Fork Creek,39.019661,-94.550777,36840,Private,,,,,"5839 Agnes Ave
KANSAS CITY 64130
(39.019661, -94.550777)"
1129447,02/18/2015,Demolition NTP Issued,2325 Poplar Ave,KANSAS CITY,MO,64127,East Community Team South,39.082672,-94.52509,18982,Private,,,House,High Priority,"2325 Poplar Ave
KANSAS CITY 64127
(39.082672, -94.52509)"
1092469,06/07/2013,Closed (City Demolition),5606 E 34TH TER,KANSAS CITY,MO,64128,Dunbar,39.062949,-94.518488,23475,Land Bank,,,House,High Priority,"5606 E 34TH TER
KANSAS CITY 64128
(39.062949, -94.518488)"
1153942,02/29/2016,Closed (City Demolition),3121 Poplar Ave,KANSAS CITY,MO,64128,Knoches Park,39.068236,-94.526522,22816,Land Bank,,Kissick Donated Demolition,,,"3121 Poplar Ave
KANSAS CITY 64128
(39.068236, -94.526522)"
1153381,03/10/2016,Closed (City Demolition),4504 E 25th St,KANSAS CITY,MO,64127,East Community Team South,39.080185,-94.53047,19418,Land Bank,,Kissick Donated Demolition,,,"4504 E 25th St
KANSAS CITY 64127
(39.080185, -94.53047)"
1174199,03/15/2017,Closed (City Demolition),908 Fuller Ave,KANSAS CITY,MO,64126,Sheffield,39.100651,-94.50676,5990,Private,,,House,,"908 Fuller Ave
KANSAS CITY 64126
(39.100651, -94.50676)"
1125175,11/20/2014,Downgraded/No Longer a DB,2811 Mersington Ave,KANSAS CITY,MO,64128,Ingleside,39.074418,-94.537309,23593,Private,,,Unattached Garage,Regular Demolition,"2811 Mersington Ave
KANSAS CITY 64128
(39.074418, -94.537309)"
1047537,05/17/2010,Closed (City Demolition),5035 BELLEFONTAINE AVE,KANSAS CITY,MO,64130,North Town Fork Creek,39.034066,-94.548594,35362,Land Bank,,47/63 Strategic Area (LB Round 3),House,,"5035 BELLEFONTAINE AVE
KANSAS CITY 64130
(39.034066, -94.548594)"
1109659,04/15/2014,Downgraded/No Longer a DB,2615 Askew Ave,KANSAS CITY,MO,64127,Washington Wheatley,39.077935,-94.540628,17361,Private,,,House,Repair/Receivership,"2615 Askew Ave
KANSAS CITY 64127
(39.077935, -94.540628)"
1154219,03/28/2016,Closed (City Demolition),5110 Park Ave,KANSAS CITY,MO,64130,Blue Hills,39.033381,-94.558589,145379,Land Bank,,Kissick Donated Demolition,,,"5110 Park Ave
KANSAS CITY 64130
(39.033381, -94.558589)"
1107900,03/14/2014,Demolition NTP Issued,739 N Prospect Ave,KANSAS CITY,MO,64120,Northeast Industrial District,39.122144,-94.549892,38783,Private,,,House,High Priority,"739 N Prospect Ave
KANSAS CITY 64120
(39.122144, -94.549892)"
1154181,03/25/2016,Closed (City Demolition),3220 Myrtle Ave,KANSAS CITY,MO,64128,Palestine East,39.066785,-94.537267,25815,Land Bank,,Kissick Donated Demolition,,,"3220 Myrtle Ave
KANSAS CITY 64128
(39.066785, -94.537267)"
1129814,02/26/2015,Closed (Owner Repair),6630 Indiana Ave,KANSAS CITY,MO,64132,Swope Park Campus,39.006345,-94.547511,1867,Private,,,,,"6630 Indiana Ave
KANSAS CITY 64132
(39.006345, -94.547511)"
1050375,10/10/2014,Closed (City Demolition),2723 E 35TH TER,KANSAS CITY,MO,64128,Oak Park Northwest,39.060978,-94.551071,28693,Land Bank,,Land Bank Unclaimed,,,"2723 E 35TH TER
KANSAS CITY 64128
(39.060978, -94.551071)"
1079518,08/22/2014,Downgraded/No Longer a DB,2332 Montgall Ave,KANSAS CITY,MO,64127,Washington Wheatley,39.083286,-94.551356,16303,Private,,,House,Repair/Receivership,"2332 Montgall Ave
KANSAS CITY 64127
(39.083286, -94.551356)"
1097645,08/06/2013,Closed (Owner Repair),3323 Cleveland Ave,KANSAS CITY,MO,64128,Palestine East,39.064716,-94.538919,26421,Private,,,House,Repair/Receivership,"3323 Cleveland Ave
KANSAS CITY 64128
(39.064716, -94.538919)"
1146935,10/07/2015,Closed (City Demolition),5608 E 28th St,KANSAS CITY,MO,64128,South Blue Valley,39.074738,-94.51766,21537,Private,,,Accessory Building,Regular Demolition,"5608 E 28th St
KANSAS CITY 64128
(39.074738, -94.51766)"
1134020,05/04/2015,Closed (Owner Repair),2104 E Linwood Blvd,KANSAS CITY,MO,64109,Key Coalition,39.068581,-94.5583,126295,Private,,,Apartment Building,,"2104 E Linwood Blvd
KANSAS CITY 64109
(39.068581, -94.5583)"
1152776,02/29/2016,Downgraded/No Longer a DB,3500 E 26th St,KANSAS CITY,MO,64127,Washington Wheatley,39.078696,-94.541888,17311,Private,,,House,Repair/Receivership,"3500 E 26th St
KANSAS CITY 64127
(39.078696, -94.541888)"
1162205,07/19/2016,Closed (City Demolition),2804 Olive St,KANSAS CITY,MO,64109,Key Coalition,39.075139,-94.55522,26485,Land Bank,,,House,,"2804 Olive St
KANSAS CITY 64109
(39.075139, -94.55522)"
1070174,08/09/2012,Closed (City Demolition),812 WHEELING AVE,KANSAS CITY,MO,64125,Sheffield,39.101911,-94.510712,5559,Land Bank,,,,,"812 WHEELING AVE
KANSAS CITY 64125
(39.101911, -94.510712)"
1154529,04/01/2016,Closed (City Demolition),6916 Agnes Ave,KANSAS CITY,MO,64132,Self Help Neighborhood Council,39.000897,-94.552449,2979,Land Bank,,Kissick Donated Demolition,,,"6916 Agnes Ave
KANSAS CITY 64132
(39.000897, -94.552449)"
1047903,07/31/2014,Receivership/AHA Review,1311 MANHEIM RD,KANSAS CITY,MO,64109,Squier Park,39.056217,-94.569353,134916,Private,,AHA Candidate (now Receivership Candidate),House,Repair/Receivership,"1311 MANHEIM RD
KANSAS CITY 64109
(39.056217, -94.569353)"
1171158,01/04/2017,Closed (City Demolition),2929 Marsh Ave,KANSAS CITY,MO,64129,Western Blue Township,35.797519,-103.89058,47692,Private,,Accelerated Priority,House,High Priority,"2929 Marsh Ave
KANSAS CITY 64129
(35.797519, -103.89058)"
1154467,03/31/2016,Closed (City Demolition),5745 Indiana Ave,KANSAS CITY,MO,64130,North Town Fork Creek,39.020594,-94.545994,37199,Land Bank,,Kissick Donated Demolition,,,"5745 Indiana Ave
KANSAS CITY 64130
(39.020594, -94.545994)"
1147671,10/20/2015,Closed (Owner Repair),4210 Flora Ave,KANSAS CITY,MO,64110,Ivanhoe Southwest,39.050151,-94.566986,136097,Private,,,House,Regular Demolition,"4210 Flora Ave
KANSAS CITY 64110
(39.050151, -94.566986)"
1047369,03/31/2011,Closed (City Demolition),5140 WALROND AVE,KANSAS CITY,MO,64130,North Town Fork Creek,39.032285,-94.548211,36019,KCHA,,Dollar House List,,,"5140 WALROND AVE
KANSAS CITY 64130
(39.032285, -94.548211)"
1047722,04/29/2010,Downgraded/No Longer a DB,3732 MERSINGTON AVE,KANSAS CITY,MO,64128,Palestine East,39.057371,-94.538851,28285,Private,,,House,Repair/Receivership,"3732 MERSINGTON AVE
KANSAS CITY 64128
(39.057371, -94.538851)"
1069715,07/27/2012,Downgraded/No Longer a DB,2536 Norton Ave,KANSAS CITY,MO,64127,East Community Team South,39.078813,-94.53547,17547,Private,,,House,Repair/Receivership,"2536 Norton Ave
KANSAS CITY 64127
(39.078813, -94.53547)"
1132724,04/14/2015,Closed (Owner Demolition),3545 Wayne Ave,KANSAS CITY,MO,64109,Linwood Homeowners-Ivanhoe,39.061405,-94.564571,134528,Private,,,House,More Information Needed,"3545 Wayne Ave
KANSAS CITY 64109
(39.061405, -94.564571)"
1166552,09/19/2016,Closed (City Demolition),1101 Cleveland Ave,KANSAS CITY,MO,64127,Lykins,39.099441,-94.537199,10234,Land Bank,,,House,Emergency,"1101 Cleveland Ave
KANSAS CITY 64127
(39.099441, -94.537199)"
1047779,01/23/2015,Closed (City Demolition),7216 College Ave,KANSAS CITY,MO,64132,Noble And Gregory Ridge,38.995251,-94.549208,3344,Private,,,House,Regular Demolition,"7216 College Ave
KANSAS CITY 64132
(38.995251, -94.549208)"
1132483,08/06/2013,Closed (Owner Repair),1830 Lawn Ave,KANSAS CITY,MO,64127,East Community Team North,39.088891,-94.528407,18209,Private,,,House,Repair/Receivership,"1830 Lawn Ave
KANSAS CITY 64127
(39.088891, -94.528407)"
1054253,01/24/2008,Closed (City Demolition),6023 E 16TH ST,KANSAS CITY,MO,64126,West Blue Valley,39.091827,-94.511531,6598,Land Bank,,,House,,"6023 E 16TH ST
KANSAS CITY 64126
(39.091827, -94.511531)"
1155931,04/26/2016,Closed (City Demolition),2412 Elmwood Ave,KANSAS CITY,MO,64127,East Community Team South,39.081592,-94.529994,19241,Private,,,House,Regular Demolition,"2412 Elmwood Ave
KANSAS CITY 64127
(39.081592, -94.529994)"
1153160,03/07/2016,Closed (City Demolition),4505 E 19th St,KANSAS CITY,MO,64127,East Community Team North,39.088424,-94.530036,18477,Land Bank,,Land Bank Unclaimed,,,"4505 E 19th St
KANSAS CITY 64127
(39.088424, -94.530036)"
1078074,08/28/2014,Closed (City Demolition),5218 OLIVE ST,KANSAS CITY,MO,64130,Blue Hills,39.030946,-94.557569,145312,Land Bank,,Dollar House List,,,"5218 OLIVE ST
KANSAS CITY 64130
(39.030946, -94.557569)"
1149140,01/01/2013,Closed (Owner Repair),6914 Agnes Ave,KANSAS CITY,MO,64132,Self Help Neighborhood Council,39.001006,-94.552443,2978,Private,,Dollar House (sold),,,"6914 Agnes Ave
KANSAS CITY 64132
(39.001006, -94.552443)"
1119142,07/29/2014,Downgraded/No Longer a DB,337 BELLEFONTAINE AVE,KANSAS CITY,MO,64124,Scarritt Point,39.110259,-94.546546,40806,Private,,,House,,"337 BELLEFONTAINE AVE
KANSAS CITY 64124
(39.110259, -94.546546)"
1141436,07/28/2015,Closed (Owner Repair),3432 Flora Ave,KANSAS CITY,MO,64109,Linwood Homeowners-Ivanhoe,39.063679,-94.566186,126091,Private,,,House,Repair/Receivership,"3432 Flora Ave
KANSAS CITY 64109
(39.063679, -94.566186)"
1149223,11/23/2015,Closed (City Demolition),7604 E 48th Ter,KANSAS CITY,MO,64129,Eastwood Hills East,39.03676,-94.496413,50539,Private,,47/63 Strategic Area,House,Regular Demolition,"7604 E 48th Ter
KANSAS CITY 64129
(39.03676, -94.496413)"
1047313,09/23/2008,Closed (Owner Repair),4100 MONTGALL AVE,KANSAS CITY,MO,64130,Oak Park Southwest,39.051685,-94.552962,29879,Private,,Dollar House (sold),,,"4100 MONTGALL AVE
KANSAS CITY 64130
(39.051685, -94.552962)"
1049006,08/16/2010,Closed (Owner Repair),4322 BALES AVE,KANSAS CITY,MO,64130,Oak Park Southeast,39.046943,-94.543972,33882,Private,,Dollar House (sold),,,"4322 BALES AVE
KANSAS CITY 64130
(39.046943, -94.543972)"
1129359,02/13/2015,Closed (City Demolition),1224 Park Ave,KANSAS CITY,MO,64127,Independence Plaza,39.098065,-94.555239,12331,Private,,Accelerated Priority,House,High Priority,"1224 Park Ave
KANSAS CITY 64127
(39.098065, -94.555239)"
1104389,12/18/2013,Closed (Owner Repair),4335 MCGEE ST,KANSAS CITY,MO,64111,Southmoreland,39.047647,-94.582783,139390,Private,,AHA Candidate,House,Repair/Receivership,"4335 MCGEE ST
KANSAS CITY 64111
(39.047647, -94.582783)"
1151911,02/10/2016,Closed (City Demolition),2205 Wabash Ave,KANSAS CITY,MO,64127,Wendell Phillips,39.085315,-94.552938,13203,City,,,House,Regular Demolition,"2205 Wabash Ave
KANSAS CITY 64127
(39.085315, -94.552938)"
1155484,04/20/2016,Closed (City Demolition),2440 Poplar Ave,KANSAS CITY,MO,64127,East Community Team South,39.080498,-94.525939,19201,Private,,,House,Regular Demolition,"2440 Poplar Ave
KANSAS CITY 64127
(39.080498, -94.525939)"
1170688,12/19/2016,Closed (City Demolition),1230 Benton Blvd,KANSAS CITY,MO,64127,Independence Plaza,39.097408,-94.544912,11031,Private,,,House,Regular Demolition,"1230 Benton Blvd
KANSAS CITY 64127
(39.097408, -94.544912)"
1141434,07/28/2015,Downgraded/No Longer a DB,439 Blue Ridge Blvd,KANSAS CITY,MO,64125,North Blue Ridge,39.106164,-94.479577,46919,Private,,,House,Repair/Receivership,"439 Blue Ridge Blvd
KANSAS CITY 64125
(39.106164, -94.479577)"
1101423,10/04/2013,Closed (City Demolition),5525 Bonita Ave,KANSAS CITY,MO,64128,South Blue Valley,39.073631,-94.518772,21613,Land Bank,,Kissick Donated Demolition,,,"5525 Bonita Ave
KANSAS CITY 64128
(39.073631, -94.518772)"
1080449,11/27/2012,Closed (City Demolition),2324 KENSINGTON AVE,KANSAS CITY,MO,64127,East Community Team South,39.082906,-94.531987,19313,Land Bank,,Kissick Donated Demolition (Dollar House List),,,"2324 KENSINGTON AVE
KANSAS CITY 64127
(39.082906, -94.531987)"
1054491,02/23/2011,Closed (City Demolition),2426 Spruce Ave,KANSAS CITY,MO,64127,East Community Team South,39.081235,-94.53311,19393,Land Bank,,,House,,"2426 Spruce Ave
KANSAS CITY 64127
(39.081235, -94.53311)"
1186718,09/22/2017,Closed (City Demolition),3521 Smart Ave,KANSAS CITY,MO,64124,Scarritt Point,39.109279,-94.539202,41980,Private,,,House,Emergency,"3521 Smart Ave
KANSAS CITY 64124
(39.109279, -94.539202)"
1087194,04/16/2013,Closed (City Demolition),3054 OAKLEY AVE,KANSAS CITY,MO,64128,South Blue Valley,39.069192,-94.518514,22053,Land Bank,,Land Bank Round 3,House,,"3054 OAKLEY AVE
KANSAS CITY 64128
(39.069192, -94.518514)"
1077447,09/26/2012,Closed (City Demolition),4007-09 HARRISON ST,KANSAS CITY,MO,64110,South Hyde Park,39.053942,-94.573096,133113,Private,,,Apartment Building,Repair/Receivership,"4007 09 HARRISON ST
KANSAS CITY 64110
(39.053942, -94.573096)"
1151630,02/04/2016,Closed (Owner Repair),3915 Arlington Ave,KANSAS CITY,MO,64133,Ashland Ridge,39.051784,-94.46554,48308,Private,,,House,Repair/Receivership,"3915 Arlington Ave
KANSAS CITY 64133
(39.051784, -94.46554)"
1130051,07/03/2014,On Hold - LB Sold,5421 E 27TH TER,KANSAS CITY,MO,64128,South Blue Valley,39.075097,-94.519299,21506,Private,,LB Demo,House,High Priority,"5421 E 27TH TER
KANSAS CITY 64128
(39.075097, -94.519299)"
1051111,04/14/2010,Closed (Owner Repair),807 N KANSAS AVE,KANSAS CITY,MO,64120,Northeast Industrial District,39.122717,-94.546258,38836,Private,,,House,High Priority,"807 N KANSAS AVE
KANSAS CITY 64120
(39.122717, -94.546258)"
1164663,08/25/2016,Closed (City Demolition),2610 E 27th St,KANSAS CITY,MO,64127,Washington Wheatley,39.077257,-94.551768,16430,Land Bank,,KCPD Requested,,,"2610 E 27th St
KANSAS CITY 64127
(39.077257, -94.551768)"
1147148,10/12/2015,Closed (Owner Repair),5500 NW 91st St,KANSAS CITY,MO,64154,Coves North,39.260719,-94.642649,207440,Private,,AHA Candidate,House,Repair/Receivership,"5500 NW 91st St
KANSAS CITY 64154
(39.260719, -94.642649)"
1126410,01/17/2013,Closed (City Demolition),2639 NORTON AVE,KANSAS CITY,MO,64127,East Community Team South,39.07712,-94.534893,17570,Private,,,House,Regular Demolition,"2639 NORTON AVE
KANSAS CITY 64127
(39.07712, -94.534893)"
1126631,01/14/2013,Closed (City Demolition),4407 E 30TH ST,KANSAS CITY,MO,64128,Knoches Park,39.070771,-94.531234,22586,Land Bank,,,House,High Priority,"4407 E 30TH ST
KANSAS CITY 64128
(39.070771, -94.531234)"
1127876,01/09/2015,Closed (Owner Repair),4214 Flora Ave,KANSAS CITY,MO,64110,Ivanhoe Southwest,39.04996,-94.566996,136095,Private,,,House,Repair/Receivership,"4214 Flora Ave
KANSAS CITY 64110
(39.04996, -94.566996)"
1127426,12/23/2014,Closed (Owner Repair),4429 PASEO,KANSAS CITY,MO,64110,Ivanhoe Southwest,39.045947,-94.567644,137478,Private,,,House,Regular Demolition,"4429 PASEO
KANSAS CITY 64110
(39.045947, -94.567644)"
1047354,04/23/2009,Closed (City Demolition),4305 CHESTNUT AVE,KANSAS CITY,MO,64130,Oak Park Southwest,39.047893,-94.551343,34535,Land Bank,,,,,"4305 CHESTNUT AVE
KANSAS CITY 64130
(39.047893, -94.551343)"
1154673,04/05/2016,Closed (Owner Repair),3246 Smart Ave,KANSAS CITY,MO,64124,Scarritt Point,39.109894,-94.542299,40950,Private,,,,,"3246 Smart Ave
KANSAS CITY 64124
(39.109894, -94.542299)"
1127154,12/16/2014,Pre-Bid Process,6417 E 12th Ter,KANSAS CITY,MO,64126,East Blue Valley,39.09625,-94.506825,6139,Land Bank,,LB 2018,House,Regular Demolition,"6417 E 12th Ter
KANSAS CITY 64126
(39.09625, -94.506825)"
1047443,05/25/2010,Closed (Owner Repair),7403 MONTGALL AVE,KANSAS CITY,MO,64132,Noble And Gregory Ridge,38.992315,-94.555714,3695,Private,,,House,Repair/Receivership,"7403 MONTGALL AVE
KANSAS CITY 64132
(38.992315, -94.555714)"
